OWNERSHIP_TYPE,BUILDING_USE,LEASED,AGENCY,OWNERNAME,OWNERNAME2,ASSESSMENT,TAX_RATE,ANNUAL_TAX,RES,CONDO_LOT,LOT_SF,BOOK,PAGE,CONDO_REGIME,CONDO_BOOK,CONDO_PAGE,COMMENT_,PART_LOT,WARD,ANC,COMMENCE,EXPIRATION,LEASE,x,y
PRIVATE,TRANSPORTATION,Y,OSSE,CLH NEW YORK AVE LLC,,7831920,1.77,138624.98,,N,126915,,,,,,NEW YORK AVENUE TERMINAL.  TRANSPORTATION BUS LOT,N,5,ANC 5D,3/14/2013,12/30/2025,FILE_ID: 1105,,
PRIVATE,SHELTER,Y,DHS,DLY ADAMS PLACE SPE LLC,DLY 2210 ADAMS PLACE LLC,3093360,1.65,51040.44,,N,44447,3245,M,,,,"ADAMS PLACE DAY CENTER, 1ST FLOOR",N,5,ANC 5C,11/30/2011,4/29/2028,FILE_ID: 0701,,
PRIVATE,WAREHOUSE,Y,DOH,TERRENO V STREET LLC,,3981240,1.65,65690.46,,,32541,3389,I,,,,"Floramedics, LLC aka Potomac Patients First, Floor 1, Department of Health (DOH)",N,5,ANC 5C,9/30/2022,9/29/2029,FILE_ID: 1001223,,
PRIVATE,OFFICE,Y,DGS,JAMAL'S PREMIUM LLC,,7606810,1.77,134640.54,,N,100001,,,,,,SPECIAL SIGNS,N,5,ANC 5C,4/18/2020,4/29/2021,FILE_ID: 0419201,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,17686990,1.89,0,343G,N,530822,3223,X,,,,SPINGARN HIGH SCHOOL FOOTBALL FIELD AND OPEN SPACE,N,5,ANC 5D,,,N,,
PUBLIC,WASTE MANAGEMENT,N,DPW,UNITED STATES OF AMERICA,,255670,0.85,0,,N,81422,,,,,,PART OF LOT.  PART OF DPW SOLID WASTE,Y,7,ANC 7D,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,30118270,1.89,0,,N,968433,3821,K,,,,OPEN SPACE / VACANT LAND,N,5,ANC 5C,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,12589930,1.89,0,0610,N,241880,158,33,,,,MARVIN GAYE PARK.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,7,ANC 7C,,,N,,
PUBLIC,WATER MANAGEMENT,N,DC WATER,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,11571420,1.89,0,0412,N,315643,3203,Q,,,,FORT STANTON RESERVOIR NO.2,Y,8,ANC 8A,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DPR,UNITED STATES OF AMERICA,,16495330,1.89,0,343C,N,1502820,146,20,,,,POPLAR POINT REDEVELOPMENT AREA.  GAO-08-864 FEDERAL REAL PROPERTY REPORT (PG.22),N,8,ANC 8A,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,7359820,1.77,0,0501,N,243139,158,36,,,,OXON RUN PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,8,ANC 8E,,,N,,
PUBLIC,PUBLIC SCHOOL / PARK,Y,DCPS / DPR,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,25996270,1.89,0,0501,N,512527,158,36,,,,"SIMON ELEMENTARY / OXON RUN PARK & POOL.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION & SCHOOL PURPOSES.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.  Tetra Tech, Inc.",N,8,ANC 8C,5/9/2022,1/30/2024,NET / SUBLEASE,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,171147780,1.89,0,,N,715059,,,,,,ADDRESS IS RETIRED.  BALLOU SENIOR HIGH,N,8,ANC 8C,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,568090,1.65,0,0421,N,107593,158,40,,,,PART OF FORT GREBLE RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,Y,8,ANC 8D,,,N,,
PUBLIC,RECREATION CENTER GROUNDS,N,DPR,UNITED STATES OF AMERICA,,209700,1.65,0,0421,N,39640,158,40,,,,FORT GREBLE RECREATION CENTER GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,8,ANC 8D,,,N,,
PUBLIC,RECREATION CENTER GROUNDS / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,445730,1.65,0,0421,N,84419,158,40,,,,PART OF FORT GREBLE RECREATION CENTER GROUNDS / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,Y,8,ANC 8D,,,N,,
PUBLIC,OFFICE,N,DC WATER,DISTRICT OF COLUMBIA,,824140,1.65,0,,N,187305,3602,L,,,,BLUE PLAINS WATER TREATMENT PLANT.  OLD DC WATER HEADQUARTERS,N,8,ANC 8D,,,N,,
PUBLIC,OFFICE,N,DC WATER,DISTRICT OF COLUMBIA,,3955780,1.65,0,,N,35612,3597,A,,,,BLUE PLAINS WATER TREATMENT PLANT.  OLD DC WATER HEADQUARTERS,N,8,ANC 8D,,,N,,
PUBLIC,OFFICE,N,DC WATER,DISTRICT OF COLUMBIA,,573345310,1.89,0,,N,1719751,3597,A,,,,BLUE PLAINS WATER TREATMENT PLANT.  OLD DC WATER HEADQUARTERS,N,8,ANC 8D,,,N,,
PUBLIC,AQUATIC CENTER,N,DPR,UNITED STATES OF AMERICA,,1237654660,1.89,0,,N,16257595,3625,U,,,,EAST POTOMAC POOL,N,6,ANC 2A,,,N,,
PUBLIC,PARK,N,DDOT,DISTRICT OF COLUMBIA,,,,,0200,N,6863,155,15,,,,RESERVATION 0200 PARK.  TRANSFER OF JURISDICTION (TOJ) FOR HIGHWAYS,N,6,ANC 6D,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,2569370,1.65,0,,N,9142,904,*,,,,ROCK CREEK SEWER PUMPING STATION (SPS),N,2,ANC 2A,,,N,,
PUBLIC,PUBLIC SCHOOL / COMMERCIAL,Y,DCPS,DISTRICT OF COLUMBIA,,82452090,1.89,0,0360,N,126773,"3069, A&T MAP, 112","*, 112, 137",,,,FRANCIS-STEVENS JUNIOR HIGH SCHOOL  Square 35 Residential Joint Venture,N,2,ANC 2A,6/16/1987,6/15/2027,GROSS / LEASE,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,238974410,1.89,0,0360,N,4240026,MAP,X-71,,,,FRANCIS POOL,N,3,ANC 2A,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,20389060,1.89,0,,N,20390,3874,J,,,,WEST END LIBRARY,N,2,ANC 2A,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,9284730,1.77,0,,N,13679,,,,,,ENGINE 1 FIRE STATION,N,2,ANC 2A,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,1094690,1.65,0,,N,0,,,,,,ENGINE 1 FIRE STATION,N,2,ANC 2A,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,DEPARTMENT OF GENERAL SERVICES,37005580,0.85,0,,N,,RW,47,,,,THE ASTON.  HOMELESS SHELTER ALLOWING ADULT COUPLES AND MIXED-GENDERED ADULT FAMILIES,N,2,ANC 2A,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,8284200,1.77,0,,N,,1,79,,,,ENGINE 23 FIRE STATION,N,2,ANC 2A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,15992680,1.89,0,,N,21109,3832,L,,,,SCHOOL WITHOUT WALLS HIGH SCHOOL,N,2,ANC 2A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,9366530,1.77,0,,N,20628,1835,*,,,,ROSS ELEMENTARY SCHOOL,N,2,ANC 2B,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,5559030,1.77,0,,N,18343,3521,Y,,,,ENGINE 9 FIRE STATION,N,1,ANC 1B,,,N,,
PUBLIC,POLICE STATION,N,MPD,DISTRICT OF COLUMBIA,,26295230,1.89,0,,N,63638,3711,X,,,,3RD DISTRICT STATION,N,1,ANC 1B,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,20468010,1.89,0,0660,N,69102,162,1,,,,STEAD RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,2,ANC 2B,,,N,,
PUBLIC,MUSEUM,Y,OSSE,DISTRICT OF COLUMBIA,,13512810,1.89,0,,N,7761,3731,L,,,,SUMNER SCHOOL MUSEUM AND ARCHIVES.  ADDRESS IS RETIRED.  17M Associates,N,2,ANC 2C,12/13/1982,8/8/2081,TRIPLE NET / LEASE,,
PUBLIC,DEVELOPMENT SITE / RETAIL,M,DMPED,DISTRICT OF COLUMBIA,,131582290,1.89,0,,N,97600,3731,N,,,,"FRANKLIN D. REEVES CENTER / LESBIAN GAY BISEXUAL TRANSGENDER QUEER OFFICE (LGBTQ).  United States Postal Service / Metro DC Community Center, Inc.  Metro DCCC Commence = 4/5/2013, Expiration = 4/30/2028",N,1,ANC 1B,6/14/2012,6/13/2022,"LEASE, SUBLEASE",,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,7717270,1.77,0,,N,31720,206,86,,,,HARRISON ELEMENTARY SCHOOL.  OLD SSL - 0235    0814.  MULTIPLE ADDRESSES.  Meridian - Harrison Qalicb Inc.,N,1,ANC 1B,10/10/2011,11/29/2037,TRIPLE NET / LEASE,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,5156510,1.77,0,,N,44226,158,37,,,,HARRISON RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,1,ANC 1B,,,N,,
PUBLIC,TRANSPORTATION,N,DPR,DISTRICT OF COLUMBIA,,5672990,1.77,0,,N,25838,,,,,,DPR FLEET PARKING,N,1,ANC 1B,,,N,,
PUBLIC,OFFICE,N,DGS,DISTRICT OF COLUMBIA,,6031860,5,0,,N,6448,195,8,,,,WORK IT STUDIO,N,2,ANC 2C,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,14632900,1.89,0,,N,8810,1789,*,,,,ENGINE 16 FIRE STATION,N,2,ANC 2C,,,N,,
PUBLIC,OFFICE / ANTENNA,Y,CLEAN CITY,DISTRICT OF COLUMBIA,,166843530,1.89,0,,N,46051,3,111,,,,"JOHN A. WILSON BUILDING.  SEE PROPERTY BOOK 3, PAGE 111.  Cellco Partnership",N,2,ANC 2C,7/17/2016,7/16/2026,TRIPLE NET / LICENSE,,
PUBLIC,THEATER,N,DHCD,DISTRICT OF COLUMBIA,,12609930,1.89,0,,N,14544,3544,P,,,,LINCOLN THEATER,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,14006630,1.89,0,,N,159891,211,68,,,,GARRISON ELEMENTARY SCHOOL,N,2,ANC 2F,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,42197540,1.89,0,,N,18764,3520,T,,,,HORIZON HOUSE.  MULTIPLE ADDRESSES,N,2,ANC 2F,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,34133900,1.89,0,,N,27435,3069,K,,,,THOMSON ELEMENTARY SCHOOL,N,2,ANC 2C,,,N,,
PUBLIC,MUSEUM,N,DHS,DISTRICT OF COLUMBIA,,23617570,1.89,0,,N,14945,216,196,,,,FRANKLIN SCHOOL / PLANET WORD - INTERACTIVE MUSEUM,N,2,ANC 2C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DCHA,UNITED STATES OF AMERICA,,978881220,1.89,0,,N,263309,,,,,,PARK MORTON REDEVELOPMENT,N,2,ANC 2C,,,N,,
PUBLIC,PUBLIC SCHOOL,Y,DCPS,DISTRICT OF COLUMBIA,,29770650,1.89,0,,N,54318,1890,*,,,,ROOSEVELT STAY@ GARNETT-PATTERSON MIDDLE SCHOOL,N,1,ANC 1B,9/12/2017,9/29/2019,GROSS,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,23149050,1.89,0,,N,140142,3588,A,,,,SEATON ELEMENTARY,N,2,ANC 2G,,,N,,
PUBLIC,OFFICE,N,OSEC,DISTRICT OF COLUMBIA,,4503450,1.65,0,,N,12350,,,,,,OFFICE OF PUBLIC RECORDS (ARCHIVES),N,2,ANC 2G,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,139924010,1.89,0,,N,77604,210,188,,,,MARTIN LUTHER KING JR. LIBRARY,N,2,ANC 2C,,,N,,
PUBLIC,CONVENTION CENTER,N,WCTC,DISTRICT OF COLUMBIA,,1399924510,1.89,0,,N,69509,3712,J,,,,CONVENTION CENTER,N,2,ANC 2G,,,N,,
PUBLIC,PARK / MUSEUM,Y,DPR,UNITED STATES OF AMERICA & DISTRICT OF COLUMIBA,,38493200,1.89,0,0008,N,119698,204,198,,,,HISTORIC SOCIETY OF WASHINGTON / WALTER E. WASHINGTON CONVENTION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,2,ANC 2G,5/31/1999,5/30/2098,NET / LEASE,,
PUBLIC,FIELD,N,DPR,UNITED STATES OF AMERICA,,107989320,1.89,0,0626,N,77570,158,37,,,,JEFFERSON MIDDLE SCHOOL FIELD.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,19239040,1.89,0,,N,22753,,,,,,CLEVELAND ELEMENTARY,N,1,ANC 1B,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,1123360,1.65,0,,N,2375,,,,,,PARKING LOT / MIXED-USE DEVELOPMENT,N,6,ANC 6E,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,6827930,1.77,0,,N,9834,203,19,,,,WATHA T. DANIEL / SHAW LIBRARY.  ADDRESS IS RETIRED,N,2,ANC 2G,,,N,,
PUBLIC,PUBLIC SCHOOL / PARKING,Y,DCPS,DISTRICT OF COLUMBIA,,73833810,1.89,0,,N,166164,212,171,,,,JEFFERSON MIDDLE SCHOOL / APPLETREE EARLY LEARNING PCS - SOUTHWEST.  District Wharf Community Association LLC,N,6,ANC 6D,9/21/2022,1/30/2024,GROSS / LEASE,,
PUBLIC,EVENTS,N,DMPED,DISTRICT OF COLUMBIA,,14425550,1.89,0,,N,12096,38,192,,,,HOWARD THEATRE,N,1,ANC 1B,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,DISTRICT OF COLUMBIA,,19673750,1.89,0,,N,102000,,,,,,KENNEDY RECREATION CENTER / SPRAY PARK,N,2,ANC 2G,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,12231850,1.89,0,,N,11344,3629,S,,,,NEW ENDEAVORS SHELTER,N,2,ANC 2G,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,,26429310,1.89,0,,N,28012,165,169,,,,7TH & N STREET PLAYGROUND,N,2,ANC 2G,,,N,,
PUBLIC,PIER / RETAIL,N,DGS,DISTRICT OF COLUMBIA,,9402640,1.77,0,,N,6600,,,,,,"WHARF PIER, WATER BUILDING 1, LIMANI RESTAURANT",N,6,ANC 6D,,,N,,
PUBLIC,PIER,N,DGS,DISTRICT OF COLUMBIA,,12122390,1.89,0,,N,232533,,,,,,7TH STREET PIER,N,6,ANC 6D,,,N,,
PUBLIC,RETAIL / ENTERTAINMENT,N,DGS,DISTRICT OF COLUMBIA,,917520,1.65,0,,N,2019,3883,N,,,,TRANSIT PIER: CANTINA BAMBINA (960 WHARF) / POTOMAC WATER TAXI (950 WHARF),N,6,ANC 6D,,,N,,
PUBLIC,RETAIL / ENTERTAINMENT,N,DGS,DISTRICT OF COLUMBIA,,309300,1.65,0,,N,631,3883,N,,,,TRANSIT PIER: THE ANTHEM BOX OFFICE,N,6,ANC 6D,,,N,,
PUBLIC,OFFICE,N,MPD,DISTRICT OF COLUMBIA,,4161170,1.65,0,,N,6448,3680,T,,,,MPD TRAFFIC SAFETY AND SPECIAL ENFORCEMENT BRANCH,N,2,ANC 2G,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,23278580,1.89,0,,N,19889,3678,N,,,,ENGINE 2 FIRE STATION,N,2,ANC 2C,,,N,,
PUBLIC,COURTS,N,DCC / JNC / CJDT / DYRS,UNITED STATES OF AMERICA & DISTRICT OF COLUMIBA,,113369390,1.89,0,,N,268866,3571,T,,,,PART OF LOT.  JUDICAL NOMINATION COMMISSION / COMMISSION ON JUDICIAL DISABILITIES AND TENURE / LANDLORD AND TENTANT BRANCH (DCC) / JUVENILE MATTERS (FCSSD) / COURT SOCIAL SERVICES (CSS)  MULTIPLE AGENCIES.,Y,6,ANC 6E,,,N,,
PUBLIC,OFFICE / SPECIAL USE,Y,DGS,DISTRICT OF COLUMBIA,,11656940,1.89,0,,N,12199,,,,,,RECORDER OF DEEDS.  District of Columbia Courts,N,2,ANC 2C,9/22/2019,9/22/2118,GROSS / LEASE,,
PUBLIC,COURTS,N,DCSC,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,167895200,1.89,0,,N,341149,3571,U,,,,DC COURT OF APPEALS / THE MULTI-DOOR DISPUTE RESOLUTION DIVISION,N,6,ANC 6E,,,N,,
PUBLIC,COURTS,N,DCSC / DBH,DISTRICT OF COLUMBIA,,259925750,1.89,0,,N,167660,210,108,,,,SURPERIOR COURT OF THE DISTRICT OF COLUMBIA / MOULTRIE COURTHOUSE  MULTIPLE AGENCIES.,N,6,ANC 6E,,,N,,
PUBLIC,POLICE STATION / ANTENNA,Y,MPD,DISTRICT OF COLUMBIA,,197962930,1.89,0,,N,67902,203,36,,,,1ST DISTRICT STATION,N,6,ANC 6D,2/20/2013,2/19/2023,TRIPLE NET,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,77868260,0,533770.4,,N,23777,3877,Z,,,,FIRE STATION (OLD ENGINE COMPANY 13).  PLANS INCLUDE 160 RESIDENTIAL UNITS OF WHICH AT LEAST 30% WILL BE AFFORDABLE TO HOUSEDOLDS EARNING 30 % & 50% AMI.  MIXED-USE.  ADDRESS IS RETIRED (450).  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,420250,0.85,0,,N,0,,,,,,FIRE STATION (OLD ENGINE COMPANY 13).  PLANS INCLUDE 160 RESIDENTIAL UNITS OF WHICH AT LEAST 30% WILL BE AFFORDABLE TO HOUSEDOLDS EARNING 30 % & 50% AMI.  MIXED-USE.    MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,400350,0.85,0,,N,0,,,,,,FIRE STATION (OLD ENGINE COMPANY 13).  PLANS INCLUDE 160 RESIDENTIAL UNITS OF WHICH AT LEAST 30% WILL BE AFFORDABLE TO HOUSEDOLDS EARNING 30 % & 50% AMI.  MIXED-USE.    MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,1161890,0.85,0,,N,0,,,,,,FIRE STATION (OLD ENGINE COMPANY 13).  PLANS INCLUDE 160 RESIDENTIAL UNITS OF WHICH AT LEAST 30% WILL BE AFFORDABLE TO HOUSEDOLDS EARNING 30 % & 50% AMI.  MIXED-USE,N,6,ANC 6D,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,3981700,0.85,0,,N,0,,,,,,FIRE STATION (OLD ENGINE COMPANY 13).  PLANS INCLUDE 160 RESIDENTIAL UNITS OF WHICH AT LEAST 30% WILL BE AFFORDABLE TO HOUSEDOLDS EARNING 30 % & 50% AMI.  MIXED-USE,N,6,ANC 6D,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,14594370,0.85,0,,N,0,,,,,,FIRE STATION (OLD ENGINE COMPANY 13).  PLANS INCLUDE 160 RESIDENTIAL UNITS OF WHICH AT LEAST 30% WILL BE AFFORDABLE TO HOUSEDOLDS EARNING 30 % & 50% AMI.  MIXED-USE,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,39868250,1.89,0,,N,118278,3481,U,,,,AMIDON-BOWEN ELEMENTARY,N,6,ANC 6D,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,46383400,1.89,0,,N,147315,204,21,,,,KIPP DC SHAW CAMPUS,N,2,ANC 2G,8/10/2011,8/30/2046,NET / LEASE,,
PUBLIC,OFFICE / FIELD,M,MPD / CFSA,DISTRICT OF COLUMBIA,,17191620,1.89,0,,N,35459,3179,E,,,,"MPD CHILD PROTECTIVE SERVICES / SAFE SHORES: DC CHILDREN'S ADVOCACY CENTER / KIPP DC PCS.  Cellco Commence = 10/1/2020,Expiration = 5/6/2024;Safe Shores Commence = 3/6/2010,Expiration = 3/5/2025;KIPP Commence = 8/8/2011,Expiration = 8/8/2026",N,2,ANC 2G,3/5/2010,8/7/2026,LICENSE / LEASE,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,7025880,1.77,0,,N,22821,3720,V,,,,ENGINE 6 FIRE STATION,N,2,ANC 2G,,,N,,
PUBLIC,OFFICE / ANTENNA / ATM,M,DGS,DISTRICT OF COLUMBIA,,253218500,1.89,0,,N,75705,178,22,,,,"JUDICIARY SQUARE RENAMED MARION S BARRY, MANY DC GOVERNMENT OFFICES.  441 4TH STREET NW.  New Cigular Commence = 9/30/2014, Expiration = 9/29/2024; Access Commence = 3/13/2019, Expiration = 3/12/2029",N,6,ANC 6E,9/29/2014,3/30/2029,LICENSE,,
PUBLIC,POLICE STATION,Y,MPD,DISTRICT OF COLUMBIA,,85158580,1.89,0,,N,148440,3603,Q,,,,"MPD HEADQUARTERS (DALY BUILDING).  OFFICE OF RESERACH AND ANALYTICAL SERVICES (ORAS), INTELLIGENCE UNIT.  MULTIPLE ADDRESSES.  US Marshals",N,6,ANC 6E,9/4/2019,9/4/2099,N/A / LEASE,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,16316560,1.89,0,,N,22032,129,39,,,,SOUTHWEST LIBRARY,N,6,ANC 6D,,,N,,
PUBLIC,RECREATION CENTER GROUNDS,N,DPR,UNITED STATES OF AMERICA,,17536890,1.89,0,006Q,N,69220,158,11,,,,KING GREENLEAF RECREATION CENTER GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES  ,N,6,ANC 6D,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,,2336870,0.85,0,,N,,,,,,,FLORIDA AVENUE PLAYGROUND,N,5,ANC 5E,,,N,,
PUBLIC,PUBLIC SCHOOL / AQUATIC CENTER / ANTENNA,Y,DCPS / DPR,DISTRICT OF COLUMBIA,,222991870,1.89,0,,N,411960,3615,I,,,,"DUNBAR HIGH SCHOOL / AQUATIC CENTER.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.  New Cingular Wireless PCS, LLC",N,5,ANC 5E,5/15/2014,5/14/2029,TRIPLE NET / LICENSE,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,18847570,1.89,0,,N,44197,3495,A,,,,NEW YORK AVE DAYCARE RECREATION CENTER,N,5,ANC 5E,,,N,,
PUBLIC,PUBLIC SCHOOL / RECREATION CENTER,N,DPR / DCPL,DISTRICT OF COLUMBIA,,87504200,1.89,0,,N,133906,203,3,,,,RH TERRELL .  WALKER-JONES EDUCATION CAMPUS / NORTHWEST ONE LIBRARY.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,6,ANC 6E,,,N,,
PUBLIC,HEALTHCARE,N,DHCD,DISTRICT OF COLUMBIA,,18764350,1.89,0,,N,24591,,,,,,PERRY COMMUNITY / FAMILY HEALTH CENTER,N,6,ANC 6E,,,N,,
PUBLIC,RECREATION CENTER,Y,DPR,DISTRICT OF COLUMBIA,,3489740,1.65,0,,N,12706,3804,F,,,,"BUTLER-WYATT CLUBHOUSE # 2 BOYS & GIRLS CLUB.  ADDRESS IS RETIRED.  Save the Bill Butler and Julius Wyatt #2 Clubhouse Fund, Inc.",N,6,ANC 6E,2/11/2014,6/29/2027,GROSS / LEASE,,
PUBLIC,SHELTER,M,DHS,DISTRICT OF COLUMBIA,,54170280,1.89,0,,N,50519,3244,M,,,,"CENTER FOR CREATIVE NON-VIOLENCE (CCNV).  MULTIPLE ADDRESSES.  Clean and Sober Commence = 4/6/2010, Expiration = 3/30/2021; The Community for Creative Non-Violence = 2/9/2011, Expiration = 2/12/2023",N,6,ANC 6E,4/3/2010,2/11/2020,GROSS,,
PUBLIC,HEALTHCARE / EMERGENCY FAMILY SHELTER,Y,DOH / DHS,DISTRICT OF COLUMBIA,,20652280,1.89,0,,N,24207,3419,E,,,,"HEALTHCARE / THE AYA EMERGENCY FAMILY SHELTER.  UNITY HEALTH CARE, INC.,",N,6,ANC 6D,7/29/2021,7/30/2031,TRIPLE NET / LEASE,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4439300,0.85,0,,N,14225,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1853210,0.85,0,,N,8566,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2470950,0.85,0,,N,11353,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2470950,0.85,0,,N,11195,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3706420,0.85,0,,N,15601,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1048480,0.85,0,,N,7040,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
